"customerNumber","timestamp","description","amount","type","tag","accountNumber","sortCode"
"1341936022","""2013-03-01T02:04:24.704Z""","Payment received thank you",-225.84,"CCD","Credit Repayment","6501999222","50-92-37"
"1341936022","""2013-03-01T10:03:15.939Z""","Payment received thank you",225.84,"CCD","Credit Repayment","4712584669557161",
"1341936022","""2013-03-01T21:17:58.303Z""","Supercuts",-13.21,"CCW","Healthcare","4712584669557161",
"1341936022","""2013-03-01T02:42:11.153Z""","McColls",-35.56,"CCW","Food","4712584669557161",
"1341936022","""2013-03-01T18:25:47.757Z""","Payment received thank you",69.08,"CCD","Credit Repayment","4712584669557161",
"1341936022","""2013-03-01T20:24:51.888Z""","Payment received thank you",-69.08,"CCD","Credit Repayment","6501999222","50-92-37"
"1341936022","""2013-03-02T17:52:29.374Z""","Matalan",-13.03,"CAW","Clothing","6501999222","50-92-37"
"1341936022","""2013-03-02T13:42:51.550Z""","Arriva Wales",-10,"CCW","Transport","4298343572157391",
"1341936022","""2013-03-02T12:07:20.744Z""","M5 GoKarting",-33.93,"CCW","Entertainment","4298343572157391",
"1341936022","""2013-03-02T17:30:43.848Z""","Three Mobile",-3.59,"D/D","Mobile","6501999222","50-92-37"
"1341936022","""2013-03-03T06:36:09.106Z""","McColls",-11.27,"CCW","Food","4298343572157391",
"1341936022","""2013-03-02T20:02:02.873Z""","Primark",-15.82,"CCW","Clothing","4298343572157391",
"1341936022","""2013-03-04T06:03:47.273Z""","Brenda Ward",4.09,"CAD","-","6501999222","50-92-37"
"1341936022","""2013-03-05T20:20:51.081Z""","McColls",-24.86,"CCW","Food","4712584669557161",
"1341936022","""2013-03-07T21:15:13.022Z""","Lidl",-13.41,"CCW","Food","4712584669557161",
"1341936022","""2013-03-05T15:07:11.623Z""","Thames Water",-30.32,"D/D","Water","6501999222","50-92-37"
"1341936022","""2013-03-02T16:08:44.206Z""","Lidl",-30.29,"CCW","Food","4298343572157391",
"1341936022","""2013-03-10T11:14:13.353Z""","TicketMaster",-36.21,"CCW","Entertainment","4712584669557161",
"1341936022","""2013-03-07T02:50:50.492Z""","Wonga",-6.04,"CCW","Debt","4712584669557161",
"1341936022","""2013-03-10T19:19:54.279Z""","Lush",-21.58,"CCW","Healthcare","4712584669557161",
"1341936022","""2013-03-06T07:02:02.195Z""","Oxfam",-11.91,"CCW","Charity","4712584669557161",
"1341936022","""2013-03-10T05:10:40.335Z""","Primark",-22.42,"CCW","Clothing","4712584669557161",
"1341936022","""2013-03-10T01:31:24.295Z""","TicketMaster",-31.4,"CCW","Entertainment","4712584669557161",
"1341936022","""2013-03-10T06:34:53.011Z""","McColls",-24.29,"CCW","Food","4712584669557161",
"1341936022","""2013-03-11T19:09:08.581Z""","Interest",2.68,"CAD","-","6501999222","50-92-37"
"1341936022","""2013-03-10T18:36:42.684Z""","Wonga",-0.01,"CCW","Debt","4712584669557161",
"1341936022","""2013-03-11T01:32:56.135Z""","M5 GoKarting",-19.74,"CCW","Entertainment","4712584669557161",
"1341936022","""2013-03-13T11:27:08.360Z""","National Express",-13.4,"CCW","Transport","4712584669557161",
"1341936022","""2013-03-14T04:50:37.952Z""","Denise Patterson",0.56,"CAD","-","6501999222","50-92-37"
"1341936022","""2013-03-10T15:57:18.989Z""","Primark",-6.12,"CCW","Clothing","4712584669557161",
"1341936022","""2013-03-11T14:44:31.859Z""","MegaBus",-14.48,"CCW","Transport","4712584669557161",
"1341936022","""2013-03-14T11:10:31.583Z""","Save the Children",-5.99,"CCW","Savings","4712584669557161",
"1341936022","""2013-03-16T14:15:07.976Z""","Brenda Ward",0.75,"CAD","-","6501999222","50-92-37"
"1341936022","""2013-03-11T16:27:57.285Z""","Rent",-940,"D/D","Housing","6501999222","50-92-37"
"1341936022","""2013-03-18T06:10:24.802Z""","Alan Scott",5.33,"CAD","-","6501999222","50-92-37"
"1341936022","""2013-03-15T20:23:35.740Z""","Matalan",-18.65,"CCW","Clothing","4712584669557161",
"1341936022","""2013-03-20T07:13:01.107Z""","Alan Scott",3.74,"CAD","-","6501999222","50-92-37"
"1341936022","""2013-03-18T16:28:08.459Z""","Nicole Bailey",0.95,"CAD","-","6501999222","50-92-37"
"1341936022","""2013-03-20T22:32:13.941Z""","Brenda Ward",9.75,"CAD","-","6501999222","50-92-37"
"1341936022","""2013-03-23T06:34:58.518Z""","Brenda Ward",17.85,"CAD","-","6501999222","50-92-37"
"1341936022","""2013-03-23T07:14:30.790Z""","Denise Patterson",11.92,"CAD","-","6501999222","50-92-37"
"1341936022","""2013-03-25T21:59:22.527Z""","Salary BACS Payment",2000,"BAC","Salary","6501999222","50-92-37"
"1341936022","""2013-03-18T18:52:05.128Z""","Arriva Wales",-2.63,"CCW","Transport","4712584669557161",
"1341936022","""2013-03-14T23:00:12.627Z""","Arriva Wales",-5.24,"CCW","Transport","4712584669557161",
"1341936022","""2013-03-25T10:59:36.348Z""","M5 GoKarting",-44.12,"CAW","Entertainment","6501999222","50-92-37"
"1341936022","""2013-03-24T01:50:05.193Z""","Nicole Bailey",2.31,"CAD","-","6501999222","50-92-37"
"1341936022","""2013-03-25T09:01:09.780Z""","Lush",-12.04,"CAW","Healthcare","6501999222","50-92-37"
"1341936022","""2013-03-25T04:26:18.488Z""","Primark",-7.82,"CAW","Clothing","6501999222","50-92-37"
"1341936022","""2013-03-25T21:26:33.765Z""","Payment received thank you",-4.1,"CCD","Credit Repayment","6501999222","50-92-37"
"1341936022","""2013-03-25T02:20:01.166Z""","Paintball UK",-14.21,"CAW","Entertainment","6501999222","50-92-37"
"1341936022","""2013-03-25T23:46:10.249Z""","Paintball UK",-25.34,"CCW","Entertainment","4298343572157391",
"1341936022","""2013-03-25T09:25:12.127Z""","MegaBus",-8.25,"CCW","Transport","4298343572157391",
"1341936022","""2013-03-25T09:28:43.663Z""","Payment received thank you",-51.98,"CCD","Credit Repayment","6501999222","50-92-37"
"1341936022","""2013-03-25T10:58:56.243Z""","Payment received thank you",4.1,"CCD","Credit Repayment","4298343572157391",
"1341936022","""2013-03-25T09:24:49.370Z""","Payment received thank you",51.98,"CCD","Credit Repayment","4298343572157391",
"1341936022","""2013-03-25T14:07:34.293Z""","Paintball UK",-30.81,"CCW","Entertainment","4298343572157391",
"1341936022","""2013-03-25T09:25:17.151Z""","Lidl",-4.25,"CCW","Food","4298343572157391",
"1341936022","""2013-03-26T07:45:06.558Z""","TicketMaster",-29,"CAW","Entertainment","6501999222","50-92-37"
"1341936022","""2013-03-26T04:03:34.724Z""","National Express",-0.01,"CAW","Transport","6501999222","50-92-37"
"1341936022","""2013-03-25T06:36:11.834Z""","RSPCA",-0.01,"CCW","Charity","4298343572157391",
"1341936022","""2013-03-26T03:14:49.764Z""","Hitachi Personal Finance",-9.79,"CAW","Debt","6501999222","50-92-37"
"1341936022","""2013-03-25T15:31:34.939Z""","Sports Direct",-0.88,"CCW","Clothing","4298343572157391",
"1341936022","""2013-03-26T14:27:12.444Z""","Payment received thank you",-118.98,"CCD","Credit Repayment","6501999222","50-92-37"
"1341936022","""2013-03-26T07:58:17.238Z""","Payment received thank you",-197.25,"CCD","Credit Repayment","6501999222","50-92-37"
"1341936022","""2013-03-26T15:41:26.786Z""","Payment received thank you",-37.52,"CCD","Credit Repayment","6501999222","50-92-37"
"1341936022","""2013-03-26T06:25:21.398Z""","Payment received thank you",197.25,"CCD","Credit Repayment","4298343572157391",
"1341936022","""2013-03-27T21:56:14.615Z""","Denise Patterson",5.91,"CAD","-","6501999222","50-92-37"
"1341936022","""2013-03-26T00:11:24.223Z""","Paintball UK",-27.14,"CAW","Entertainment","6501999222","50-92-37"
"1341936022","""2013-03-27T20:08:38.749Z""","Nicole Bailey",0.64,"CAD","-","6501999222","50-92-37"
"1341936022","""2013-03-27T21:13:32.090Z""","TicketMaster",-36.04,"CAW","Entertainment","6501999222","50-92-37"
"1341936022","""2013-03-27T01:57:13.759Z""","TicketMaster",-39.07,"CAW","Entertainment","6501999222","50-92-37"
"1341936022","""2013-03-26T02:48:57.399Z""","Payment received thank you",118.98,"CCD","Credit Repayment","4298343572157391",
"1341936022","""2013-03-27T23:12:32.580Z""","RSPCA",-2.66,"CCW","Charity","4298343572157391",
"1341936022","""2013-03-26T17:16:29.419Z""","Payment received thank you",37.52,"CCD","Credit Repayment","4712584669557161",
"1341936022","""2013-03-27T13:09:59.156Z""","Paintball UK",-30.25,"CCW","Entertainment","4712584669557161",
"1341936022","""2013-03-27T09:25:13.115Z""","Subway",-11.36,"CAW","Food","6501999222","50-92-37"
"1341936022","""2013-03-27T20:52:20.213Z""","Payment received thank you",40.73,"CCD","Credit Repayment","4712584669557161",
"1341936022","""2013-03-27T20:34:17.049Z""","Subway",-18.28,"CCW","Food","4712584669557161",
"1341936022","""2013-03-28T23:37:46.185Z""","Lidl",-8.1,"CCW","Food","4298343572157391",
"1341936022","""2013-03-28T01:02:59.155Z""","Payment received thank you",-71.75,"CCD","Credit Repayment","6501999222","50-92-37"
"1341936022","""2013-03-27T22:32:09.925Z""","M5 GoKarting",-29.33,"CAW","Entertainment","6501999222","50-92-37"
"1341936022","""2013-03-28T07:32:45.744Z""","McColls",-13.87,"CAW","Food","6501999222","50-92-37"
"1341936022","""2013-03-28T12:09:38.573Z""","Subway",-5.16,"CCW","Food","4712584669557161",
"1341936022","""2013-03-27T03:08:52.586Z""","Payment received thank you",-40.73,"CCD","Credit Repayment","6501999222","50-92-37"
"1341936022","""2013-03-29T08:29:35.011Z""","TicketMaster",-37.9,"CAW","Entertainment","6501999222","50-92-37"
"1341936022","""2013-03-29T11:33:19.251Z""","Bodyshop",-21.15,"CCW","Healthcare","4298343572157391",
"1341936022","""2013-03-28T21:19:46.845Z""","MegaBus",-3.35,"CCW","Transport","4712584669557161",
"1341936022","""2013-03-29T03:03:59.045Z""","Arriva Wales",-4.37,"CCW","Transport","4712584669557161",
"1341936022","""2013-03-30T04:22:26.626Z""","Payment received thank you",-111.55,"CCD","Credit Repayment","6501999222","50-92-37"
"1341936022","""2013-03-30T06:34:14.147Z""","Payment received thank you",111.55,"CCD","Credit Repayment","4298343572157391",
"1341936022","""2013-03-30T13:45:49.772Z""","Cancer Research",-10.19,"CCW","Savings","4298343572157391",
"1341936022","""2013-03-30T16:16:49.723Z""","WWF",-3.52,"CCW","Savings","4298343572157391",
"1341936022","""2013-03-30T05:34:01.311Z""","Shelter",-5.91,"CCW","Savings","4712584669557161",
"1341936022","""2013-03-30T12:07:27.890Z""","Lidl",-16.09,"CCW","Food","4712584669557161",
"1341936022","""2013-03-28T02:15:10.703Z""","Payment received thank you",71.75,"CCD","Credit Repayment","4298343572157391",
"1341936022","""2013-03-30T11:25:05.830Z""","Payment received thank you",66.73,"CCD","Credit Repayment","4712584669557161",
"1341936022","""2013-03-31T11:05:19.634Z""","MegaBus",-16.68,"CAW","Transport","6501999222","50-92-37"
"1341936022","""2013-03-30T04:42:13.323Z""","Payment received thank you",-66.73,"CCD","Credit Repayment","6501999222","50-92-37"
"1341936022","""2013-03-31T11:46:44.151Z""","Primark",-18.27,"CAW","Clothing","6501999222","50-92-37"
"1341936022","""2013-03-31T23:42:13.227Z""","Sports Direct",-0.8,"CCW","Clothing","4712584669557161",
"1341936022","""2013-03-31T11:36:58.583Z""","Interest",5.51,"CAD","-","6501999222","50-92-37"
"1341936022","""2013-03-31T14:45:12.057Z""","Arriva Wales",-10.83,"CCW","Transport","4712584669557161",
"1341936022","""2013-04-01T07:04:48.240Z""","National Express",-10.9,"CCW","Transport","4298343572157391",
"1341936022","""2013-04-01T05:36:29.304Z""","MegaBus",-5.17,"CCW","Transport","4712584669557161",
"1341936022","""2013-04-02T14:27:27.872Z""","Oxfam",-0.33,"CAW","Savings","6501999222","50-92-37"
"1341936022","""2013-04-02T15:51:05.040Z""","Lori Alexander",1.34,"CAD","-","6501999222","50-92-37"
"1341936022","""2013-04-02T23:18:30.576Z""","Brenda Ward",8.24,"CAD","-","6501999222","50-92-37"
"1341936022","""2013-04-02T02:04:12.592Z""","TicketMaster",-21.6,"CCW","Entertainment","4298343572157391",
"1341936022","""2013-04-02T21:04:41.155Z""","Three Mobile",-3.59,"D/D","Mobile","6501999222","50-92-37"
"1341936022","""2013-04-02T05:58:27.758Z""","Payment received thank you",32.18,"CCD","Credit Repayment","4712584669557161",
"1341936022","""2013-04-03T02:51:15.810Z""","Barclaycard",-8.33,"CAW","Debt","6501999222","50-92-37"
"1341936022","""2013-04-04T01:03:33.578Z""","Supercuts",-28.97,"CCW","Healthcare","4298343572157391",
"1341936022","""2013-04-03T05:12:44.234Z""","Brenda Ward",7.23,"CAD","-","6501999222","50-92-37"
"1341936022","""2013-04-02T16:21:25.767Z""","Payment received thank you",-32.18,"CCD","Credit Repayment","6501999222","50-92-37"
"1341936022","""2013-04-04T01:47:50.024Z""","Primark",-12.81,"CCW","Clothing","4298343572157391",
"1341936022","""2013-04-04T23:20:28.920Z""","Paintball UK",-19.91,"CCW","Entertainment","4298343572157391",
"1341936022","""2013-04-04T18:28:34.924Z""","MegaBus",-0.01,"CCW","Transport","4298343572157391",
"1341936022","""2013-04-04T06:58:39.549Z""","Arriva Wales",-2.67,"CCW","Transport","4712584669557161",
"1341936022","""2013-04-05T15:11:01.036Z""","Thames Water",-30.32,"D/D","Water","6501999222","50-92-37"
"1341936022","""2013-04-05T04:07:54.486Z""","M5 GoKarting",-12.98,"CAW","Entertainment","6501999222","50-92-37"
"1341936022","""2013-04-05T08:05:59.264Z""","Shelter",-0.01,"CCW","Charity","4712584669557161",
"1341936022","""2013-04-05T17:50:54.353Z""","Matalan",-5.8,"CCW","Clothing","4712584669557161",
"1341936022","""2013-04-06T02:31:01.834Z""","WWF",-8.79,"CAW","Savings","6501999222","50-92-37"
"1341936022","""2013-04-06T18:56:57.412Z""","Alan Scott",4.27,"CAD","-","6501999222","50-92-37"
"1341936022","""2013-04-06T07:02:07.314Z""","Lidl",-5.81,"CAW","Food","6501999222","50-92-37"
"1341936022","""2013-04-06T08:11:00.016Z""","Arriva Wales",-0.64,"CCW","Transport","4298343572157391",
"1341936022","""2013-04-06T19:49:24.948Z""","Arriva Wales",-0.01,"CAW","Transport","6501999222","50-92-37"
"1341936022","""2013-04-06T19:41:26.016Z""","Barclaycard",-0.12,"CCW","Debt","4298343572157391",
"1341936022","""2013-04-07T05:59:22.133Z""","MegaBus",-0.01,"CCW","Transport","4298343572157391",
"1341936022","""2013-04-07T01:52:03.035Z""","Oxfam",-7.03,"CAW","Savings","6501999222","50-92-37"
"1341936022","""2013-04-11T07:51:25.723Z""","Rent",-940,"D/D","Housing","6501999222","50-92-37"
"1341936022","""2013-04-10T16:30:57.844Z""","M5 GoKarting",-37.04,"CCW","Entertainment","4298343572157391",
"1341936022","""2013-04-11T17:15:03.055Z""","WWF",-0.01,"CCW","Savings","4298343572157391",
"1341936022","""2013-04-11T05:28:00.748Z""","Hitachi Personal Finance",-2.8,"CCW","Debt","4298343572157391",
"1341936022","""2013-04-11T17:32:21.451Z""","Bodyshop",-12.05,"CCW","Healthcare","4298343572157391",
"1341936022","""2013-04-13T13:23:16.467Z""","Supercuts",-7.65,"CCW","Healthcare","4298343572157391",
"1341936022","""2013-04-13T05:22:06.526Z""","Lidl",-3.44,"CCW","Food","4298343572157391",
"1341936022","""2013-04-12T15:27:53.143Z""","M5 GoKarting",-20.13,"CCW","Entertainment","4298343572157391",
"1341936022","""2013-04-13T01:32:43.554Z""","Sports Direct",-32.97,"CCW","Clothing","4298343572157391",
"1341936022","""2013-04-15T19:24:42.348Z""","Cancer Research",-4.69,"CCW","Savings","4712584669557161",
"1341936022","""2013-04-16T04:07:18.036Z""","Lori Alexander",5.33,"CAD","-","6501999222","50-92-37"
"1341936022","""2013-04-16T18:52:19.192Z""","Superdrug",-22.63,"CCW","Healthcare","4298343572157391",
"1341936022","""2013-04-14T02:55:37.505Z""","Sports Direct",-26.72,"CCW","Clothing","4298343572157391",
"1341936022","""2013-04-16T01:13:35.824Z""","Alan Scott",4.51,"CAD","-","6501999222","50-92-37"
"1341936022","""2013-04-17T10:22:15.163Z""","Denise Patterson",0.23,"CAD","-","6501999222","50-92-37"
"1341936022","""2013-04-18T08:52:54.844Z""","Lush",-9.62,"CCW","Healthcare","4298343572157391",
"1341936022","""2013-04-19T22:23:56.867Z""","Brenda Ward",1.99,"CAD","-","6501999222","50-92-37"
"1341936022","""2013-04-19T22:35:13.715Z""","Lori Alexander",3.1,"CAD","-","6501999222","50-92-37"
"1341936022","""2013-04-20T23:52:24.788Z""","Lori Alexander",2.17,"CAD","-","6501999222","50-92-37"
"1341936022","""2013-04-19T14:06:41.869Z""","Nicole Bailey",6.37,"CAD","-","6501999222","50-92-37"
"1341936022","""2013-04-21T16:43:09.619Z""","Arriva Wales",-13.43,"CCW","Transport","4298343572157391",
"1341936022","""2013-04-21T20:43:33.617Z""","Lidl",-31.1,"CCW","Food","4298343572157391",
"1341936022","""2013-04-21T05:36:58.951Z""","Subway",-18.78,"CCW","Food","4298343572157391",
"1341936022","""2013-04-22T12:26:20.288Z""","Nicole Bailey",2.5,"CAD","-","6501999222","50-92-37"
"1341936022","""2013-04-23T11:12:23.791Z""","Lori Alexander",0.02,"CAD","-","6501999222","50-92-37"
"1341936022","""2013-04-24T01:49:00.780Z""","Lidl",-13.65,"CCW","Food","4712584669557161",
"1341936022","""2013-04-25T11:28:47.237Z""","Matalan",-9.93,"CAW","Clothing","6501999222","50-92-37"
"1341936022","""2013-04-24T19:44:26.496Z""","Wonga",-1.75,"CCW","Debt","4712584669557161",
"1341936022","""2013-04-25T11:20:27.101Z""","TicketMaster",-28.91,"CAW","Entertainment","6501999222","50-92-37"
"1341936022","""2013-04-25T11:53:38.545Z""","Salary BACS Payment",2000,"BAC","Salary","6501999222","50-92-37"
"1341936022","""2013-04-25T03:09:30.896Z""","Save the Children",-0.01,"CAW","Savings","6501999222","50-92-37"
"1341936022","""2013-04-25T00:40:35.578Z""","Interest",1.88,"CAD","-","6501999222","50-92-37"
"1341936022","""2013-04-26T23:36:55.825Z""","Bodyshop",-24.63,"CAW","Healthcare","6501999222","50-92-37"
"1341936022","""2013-04-25T15:12:45.104Z""","Superdrug",-6.83,"CCW","Healthcare","4298343572157391",
"1341936022","""2013-04-26T11:00:38.474Z""","Bodyshop",-11.07,"CAW","Healthcare","6501999222","50-92-37"
"1341936022","""2013-04-26T22:30:23.199Z""","Alan Scott",2.53,"CAD","-","6501999222","50-92-37"
"1341936022","""2013-04-26T19:31:38.564Z""","Primark",-21.57,"CAW","Clothing","6501999222","50-92-37"
"1341936022","""2013-04-26T19:44:46.987Z""","Lush",-16.27,"CAW","Healthcare","6501999222","50-92-37"
"1341936022","""2013-04-26T22:05:33.607Z""","Bodyshop",-19.64,"CCW","Healthcare","4298343572157391",
"1341936022","""2013-04-27T05:35:05.776Z""","McColls",-16.25,"CAW","Food","6501999222","50-92-37"
"1341936022","""2013-04-27T16:18:48.880Z""","Arriva Wales",-0.27,"CCW","Transport","4298343572157391",
"1341936022","""2013-04-27T11:52:18.602Z""","National Express",-7.79,"CCW","Transport","4298343572157391",
"1341936022","""2013-04-27T03:58:12.516Z""","Payment received thank you",-27.28,"CCD","Credit Repayment","6501999222","50-92-37"
"1341936022","""2013-04-27T09:25:13.059Z""","Payment received thank you",-42.42,"CCD","Credit Repayment","6501999222","50-92-37"
"1341936022","""2013-04-27T01:57:51.349Z""","Payment received thank you",42.42,"CCD","Credit Repayment","4298343572157391",
"1341936022","""2013-04-28T17:04:22.662Z""","American Express",-0.01,"CAW","Debt","6501999222","50-92-37"
"1341936022","""2013-04-27T20:58:05.666Z""","Payment received thank you",27.28,"CCD","Credit Repayment","4298343572157391",
"1341936022","""2013-04-28T10:45:03.270Z""","Paintball UK",-32.93,"CAW","Entertainment","6501999222","50-92-37"
"1341936022","""2013-04-29T08:11:46.871Z""","Subway",-15.6,"CAW","Food","6501999222","50-92-37"
"1341936022","""2013-04-29T16:55:45.423Z""","TicketMaster",-25.03,"CAW","Entertainment","6501999222","50-92-37"
"1341936022","""2013-04-28T13:26:44.114Z""","Bodyshop",-28.15,"CAW","Healthcare","6501999222","50-92-37"
"1341936022","""2013-04-29T03:16:43.471Z""","Lori Alexander",0.17,"CAD","-","6501999222","50-92-37"
"1341936022","""2013-04-29T11:05:26.282Z""","Sports Direct",-13.85,"CCW","Clothing","4298343572157391",
"1341936022","""2013-04-29T03:50:12.620Z""","Payment received thank you",-308.51,"CCD","Credit Repayment","6501999222","50-92-37"
"1341936022","""2013-04-29T23:39:19.010Z""","Payment received thank you",308.51,"CCD","Credit Repayment","4712584669557161",
"1341936022","""2013-04-30T11:23:32.386Z""","MegaBus",-8.3,"CAW","Transport","6501999222","50-92-37"
"1341936022","""2013-05-01T02:45:59.681Z""","Supercuts",-9.88,"CCW","Healthcare","4298343572157391",
"1341936022","""2013-04-30T20:12:13.406Z""","Subway",-14.64,"CCW","Food","4712584669557161",
"1341936022","""2013-05-02T21:48:29.958Z""","Nicole Bailey",1.5,"CAD","-","6501999222","50-92-37"
"1341936022","""2013-04-29T07:24:10.991Z""","McColls",-14.5,"CCW","Food","4298343572157391",
"1341936022","""2013-05-02T11:55:57.651Z""","Three Mobile",-3.59,"D/D","Mobile","6501999222","50-92-37"
"1341936022","""2013-05-01T23:17:31.363Z""","Sports Direct",-0.01,"CCW","Clothing","4298343572157391",
"1341936022","""2013-05-02T02:57:38.939Z""","Payment received thank you",87.64,"CCD","Credit Repayment","4298343572157391",
"1341936022","""2013-05-02T01:33:14.871Z""","M5 GoKarting",-20.45,"CCW","Entertainment","4298343572157391",
"1341936022","""2013-05-02T04:57:18.693Z""","McColls",-1.51,"CCW","Food","4298343572157391",
"1341936022","""2013-05-02T13:39:38.407Z""","American Express",-5.98,"CCW","Debt","4712584669557161",
"1341936022","""2013-05-02T10:58:15.864Z""","Payment received thank you",-87.64,"CCD","Credit Repayment","6501999222","50-92-37"
"1341936022","""2013-05-03T09:05:00.686Z""","Barclaycard",-4.5,"CAW","Debt","6501999222","50-92-37"
"1341936022","""2013-05-03T18:16:11.214Z""","Oxfam",-7.11,"CAW","Charity","6501999222","50-92-37"
"1341936022","""2013-05-03T18:31:09.194Z""","Lush",-18.47,"CAW","Healthcare","6501999222","50-92-37"
"1341936022","""2013-05-03T07:20:18.979Z""","Hitachi Personal Finance",-3.06,"CAW","Debt","6501999222","50-92-37"
"1341936022","""2013-05-03T07:46:54.580Z""","RSPCA",-0.01,"CCW","Charity","4298343572157391",
"1341936022","""2013-05-03T20:10:43.151Z""","Primark",-13.39,"CCW","Clothing","4298343572157391",
"1341936022","""2013-05-05T21:22:10.360Z""","Thames Water",-30.32,"D/D","Water","6501999222","50-92-37"
"1341936022","""2013-05-04T00:13:26.795Z""","Interest",3.02,"CAD","-","6501999222","50-92-37"
"1341936022","""2013-05-04T18:13:43.488Z""","McColls",-7.99,"CAW","Food","6501999222","50-92-37"
"1341936022","""2013-05-04T01:22:34.850Z""","McColls",-17.1,"CCW","Food","4712584669557161",
"1341936022","""2013-05-06T22:24:01.764Z""","M5 GoKarting",-43.15,"CAW","Entertainment","6501999222","50-92-37"
"1341936022","""2013-05-04T09:34:14.861Z""","Shelter",-1.96,"CCW","Savings","4298343572157391",
"1341936022","""2013-05-05T02:02:00.246Z""","WWF",-1.72,"CCW","Savings","4712584669557161",
"1341936022","""2013-05-05T17:26:32.984Z""","McColls",-25.35,"CAW","Food","6501999222","50-92-37"
"1341936022","""2013-05-06T07:45:52.969Z""","Lush",-1.29,"CCW","Healthcare","4712584669557161",
"1341936022","""2013-05-08T03:27:16.319Z""","Alan Scott",7.36,"CAD","-","6501999222","50-92-37"
"1341936022","""2013-05-07T00:35:38.097Z""","Save the Children",-0.84,"CCW","Savings","4298343572157391",
"1341936022","""2013-05-08T03:54:39.810Z""","M5 GoKarting",-14.64,"CAW","Entertainment","6501999222","50-92-37"
"1341936022","""2013-05-06T02:08:37.169Z""","TicketMaster",-17.85,"CCW","Entertainment","4298343572157391",
"1341936022","""2013-05-09T21:06:11.850Z""","Subway",-0.01,"CAW","Food","6501999222","50-92-37"
"1341936022","""2013-05-08T06:13:44.939Z""","American Express",-8.57,"CAW","Debt","6501999222","50-92-37"
"1341936022","""2013-05-09T11:29:48.935Z""","Shelter",-10.73,"CAW","Charity","6501999222","50-92-37"
"1341936022","""2013-05-08T23:51:05.228Z""","Lori Alexander",1.59,"CAD","-","6501999222","50-92-37"
"1341936022","""2013-05-09T03:02:33.418Z""","Wonga",-0.3,"CAW","Debt","6501999222","50-92-37"
"1341936022","""2013-05-09T10:20:43.783Z""","Barclaycard",-10.85,"CCW","Debt","4298343572157391",
"1341936022","""2013-05-09T16:46:15.396Z""","Oxfam",-9.37,"CAW","Charity","6501999222","50-92-37"
"1341936022","""2013-05-09T22:45:13.602Z""","Wonga",-3.58,"CCW","Debt","4712584669557161",
"1341936022","""2013-05-09T15:17:56.283Z""","Payment received thank you",-39.2,"CCD","Credit Repayment","6501999222","50-92-37"
"1341936022","""2013-05-09T13:24:27.024Z""","Payment received thank you",39.2,"CCD","Credit Repayment","4712584669557161",
"1341936022","""2013-05-09T19:20:40.304Z""","Payment received thank you",10.33,"CCD","Credit Repayment","4712584669557161",
"1341936022","""2013-05-09T21:50:07.119Z""","Paintball UK",-14.84,"CCW","Entertainment","4712584669557161",
"1341936022","""2013-05-09T13:36:15.223Z""","American Express",-0.46,"CCW","Debt","4712584669557161",
"1341936022","""2013-05-09T13:08:30.691Z""","Supercuts",-30.3,"CCW","Healthcare","4712584669557161",
"1341936022","""2013-05-10T21:38:21.779Z""","Primark",-28.38,"CCW","Clothing","4712584669557161",
"1341936022","""2013-05-09T04:47:06.026Z""","Payment received thank you",-10.33,"CCD","Credit Repayment","6501999222","50-92-37"
"1341936022","""2013-05-09T06:31:19.788Z""","Paintball UK",-26.65,"CCW","Entertainment","4712584669557161",
"1341936022","""2013-05-10T13:46:11.984Z""","Wonga",-0.01,"CCW","Debt","4712584669557161",
"1341936022","""2013-05-10T09:03:13.655Z""","Cancer Research",-10.7,"CCW","Savings","4712584669557161",
"1341936022","""2013-05-11T21:10:29.897Z""","Rent",-940,"D/D","Housing","6501999222","50-92-37"
"1341936022","""2013-05-11T21:52:36.296Z""","Paintball UK",-24.06,"CCW","Entertainment","4298343572157391",
"1341936022","""2013-05-09T22:35:13.800Z""","Save the Children",-0.01,"CCW","Charity","4712584669557161",
"1341936022","""2013-05-11T03:48:10.760Z""","Lidl",-13.32,"CCW","Food","4712584669557161",
"1341936022","""2013-05-11T15:40:07.997Z""","National Express",-12.76,"CCW","Transport","4712584669557161",
"1341936022","""2013-05-11T20:48:28.902Z""","TicketMaster",-42.19,"CCW","Entertainment","4712584669557161",
"1341936022","""2013-05-12T14:24:18.234Z""","Lush",-6.96,"CCW","Healthcare","4712584669557161",
"1341936022","""2013-05-13T23:50:00.614Z""","Denise Patterson",4.05,"CAD","-","6501999222","50-92-37"
"1341936022","""2013-05-13T19:52:18.172Z""","Denise Patterson",1.74,"CAD","-","6501999222","50-92-37"
"1341936022","""2013-05-13T03:38:39.275Z""","Alan Scott",18.32,"CAD","-","6501999222","50-92-37"
"1341936022","""2013-05-13T19:49:58.687Z""","RSPCA",-10.18,"CCW","Savings","4712584669557161",
"1341936022","""2013-05-13T02:23:59.896Z""","Save the Children",-0.16,"CCW","Charity","4712584669557161",
"1341936022","""2013-05-15T05:22:04.264Z""","Matalan",-5.5,"CCW","Clothing","4712584669557161",
"1341936022","""2013-05-15T10:19:43.437Z""","Matalan",-16.55,"CCW","Clothing","4712584669557161",
"1341936022","""2013-05-16T09:25:37.560Z""","Shelter",-2.72,"CCW","Savings","4712584669557161",
